onset,duration,weight,trial_type
3.09,3.50,1,cue-hard
8.19,4.38,1,level4
17.26,3.50,1,cue-easy
22.32,1.72,1,level3
31.39,3.50,1,cue-easy
36.47,0.90,1,level1
45.52,3.50,1,cue-easy
50.61,2.13,1,level1
59.66,3.50,1,cue-hard
64.72,5.29,1,error
73.79,3.50,1,cue-easy
78.86,4.18,1,level3
87.91,3.50,1,cue-easy
92.97,2.83,1,level3
102.02,3.50,1,cue-hard
107.09,4.77,1,error
116.16,3.50,1,cue-easy
121.24,0.90,1,level1
130.31,3.50,1,cue-easy
135.38,2.02,1,level3
144.43,3.50,1,cue-hard
149.49,3.87,1,level5
158.54,3.50,1,cue-hard
163.61,5.45,1,error
172.66,3.50,1,cue-hard
177.73,3.96,1,level5
186.78,3.50,1,cue-hard
191.84,2.84,1,level5
200.89,3.50,1,cue-easy
205.96,3.09,1,level2
215.01,3.50,1,cue-hard
220.09,4.66,1,level6
229.14,3.50,1,cue-easy
234.21,1.03,1,level2
243.26,3.50,1,cue-easy
248.33,0.94,1,level1
257.38,3.50,1,cue-hard
262.46,5.78,1,error
271.51,3.50,1,cue-easy
276.58,4.47,1,level3
285.65,3.50,1,cue-hard
290.73,4.91,1,error
299.80,3.50,1,cue-easy
304.88,1.10,1,level1
313.95,3.50,1,cue-easy
319.03,3.75,1,level2
328.10,3.50,1,cue-easy
333.18,2.95,1,level3
342.23,3.50,1,cue-easy
347.31,1.82,1,level2
356.38,3.50,1,cue-easy
361.46,4.13,1,level2
370.53,3.50,1,cue-hard
375.61,4.20,1,level5
384.68,3.50,1,cue-easy
389.76,1.56,1,error
398.83,3.50,1,cue-hard
403.91,5.01,1,error
412.98,3.50,1,cue-hard
418.07,3.15,1,level4
427.13,3.50,1,cue-hard
432.22,4.81,1,error
441.28,3.50,1,cue-hard
446.38,4.93,1,level6
455.45,3.50,1,cue-hard
460.53,3.26,1,level4
469.58,3.50,1,cue-hard
474.67,4.24,1,level5
483.73,3.50,1,cue-hard
488.82,4.26,1,level4
497.88,3.50,1,cue-easy
502.97,2.52,1,level2
512.03,3.50,1,cue-hard
517.12,4.46,1,level4
