onset,duration,weight,trial_type
3.11,3.50,1,cue-easy
8.21,3.26,1,level2
17.27,3.50,1,cue-easy
22.36,0.91,1,level1
31.41,3.50,1,cue-easy
36.49,0.76,1,level1
45.54,3.50,1,cue-easy
50.62,2.74,1,level3
59.69,3.50,1,cue-easy
64.77,2.19,1,level3
73.84,3.50,1,cue-easy
78.92,1.54,1,level1
87.99,3.50,1,cue-hard
93.07,3.83,1,level4
102.14,3.50,1,cue-easy
107.21,3.68,1,level3
116.26,3.50,1,cue-hard
121.34,5.65,1,level6
130.39,3.50,1,cue-hard
135.46,2.24,1,level4
144.51,3.50,1,cue-hard
149.59,5.87,1,level5
158.66,3.50,1,cue-hard
163.74,5.58,1,level6
172.79,3.50,1,cue-easy
177.88,1.92,1,level3
186.94,3.50,1,cue-easy
192.01,3.77,1,level2
201.08,3.50,1,cue-easy
206.16,3.62,1,level3
215.23,3.50,1,cue-hard
220.31,6.00,1,error
229.38,3.50,1,cue-easy
234.46,0.81,1,level1
243.51,3.50,1,cue-hard
248.59,2.32,1,level5
257.66,3.50,1,cue-easy
262.74,2.34,1,level3
271.81,3.50,1,cue-hard
276.91,3.88,1,level4
286.00,3.50,1,cue-hard
291.08,4.55,1,level4
300.16,3.50,1,cue-hard
305.25,4.95,1,level6
314.33,3.50,1,cue-hard
319.43,4.85,1,level5
328.51,3.50,1,cue-hard
333.60,5.00,1,level5
342.68,3.50,1,cue-easy
347.78,2.12,1,level2
356.86,3.50,1,cue-easy
361.96,3.34,1,level2
371.03,3.50,1,cue-hard
376.13,3.28,1,level4
385.20,3.50,1,cue-easy
390.30,2.70,1,level2
399.38,3.50,1,cue-hard
404.48,3.00,1,level5
413.57,3.50,1,cue-hard
418.65,4.93,1,level4
427.72,3.50,1,cue-easy
432.82,0.92,1,level1
441.90,3.50,1,cue-hard
447.00,4.54,1,level6
456.07,3.50,1,cue-easy
461.15,1.43,1,level2
470.22,3.50,1,cue-hard
475.30,6.00,1,error
484.38,3.50,1,cue-hard
489.48,3.65,1,level6
498.57,3.50,1,cue-easy
503.67,1.25,1,level1
512.75,3.50,1,cue-easy
517.83,1.64,1,level2
