onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.21,4.54,1,task-first
17.27,3.50,1,cue-hard_hard
22.36,3.99,1,task-hard_hard
31.43,3.50,1,cue-hard_hard
36.51,2.64,1,task-hard_hard
45.58,3.50,1,cue-hard_easy
50.64,1.07,1,task-hard_easy
59.71,3.50,1,cue-easy_easy
64.79,2.41,1,task-easy_easy
73.86,3.50,1,cue-easy_easy
78.93,2.34,1,task-easy_easy
87.99,3.50,1,cue-easy_hard
93.06,3.44,1,task-easy_hard
102.13,3.50,1,cue-hard_hard
107.21,3.58,1,task-hard_hard
116.28,3.50,1,cue-hard_hard
121.36,4.62,1,task-hard_hard
130.43,3.50,1,cue-hard_easy
135.51,0.92,1,error
144.58,3.50,1,cue-easy_hard
149.66,2.24,1,task-easy_hard
158.73,3.50,1,cue-hard_hard
163.81,3.51,1,task-hard_hard
172.86,3.50,1,cue-hard_hard
177.95,5.78,1,task-hard_hard
187.00,3.50,1,cue-hard_easy
192.08,0.79,1,task-hard_easy
201.15,3.50,1,cue-easy_easy
206.21,2.09,1,task-easy_easy
215.28,3.50,1,cue-easy_hard
220.36,3.07,1,task-easy_hard
229.43,3.50,1,cue-hard_hard
234.50,3.11,1,task-hard_hard
243.55,3.50,1,cue-hard_easy
248.63,0.95,1,task-hard_easy
257.70,3.50,1,cue-easy_easy
262.78,1.97,1,task-easy_easy
271.85,3.50,1,cue-easy_hard
276.93,1.77,1,task-easy_hard
286.01,3.50,1,cue-hard_hard
291.11,4.17,1,task-hard_hard
300.18,3.50,1,cue-hard_easy
305.26,1.40,1,task-hard_easy
314.35,3.50,1,cue-easy_easy
319.43,0.99,1,task-easy_easy
328.48,3.50,1,cue-easy_easy
333.58,0.97,1,task-easy_easy
342.67,3.50,1,cue-easy_easy
347.75,0.93,1,task-easy_easy
356.83,3.50,1,cue-easy_hard
361.93,3.69,1,task-easy_hard
371.00,3.50,1,cue-hard_hard
376.10,2.18,1,task-hard_hard
385.17,3.50,1,cue-hard_easy
390.25,1.89,1,task-hard_easy
399.33,3.50,1,cue-easy_easy
404.42,3.22,1,task-easy_easy
413.50,3.50,1,cue-easy_hard
418.58,5.61,1,task-easy_hard
427.67,3.50,1,cue-hard_easy
432.75,1.81,1,task-hard_easy
441.82,3.50,1,cue-easy_hard
446.90,1.91,1,task-easy_hard
455.97,3.50,1,cue-hard_easy
461.07,1.42,1,task-hard_easy
470.14,3.50,1,cue-easy_hard
475.24,4.39,1,task-easy_hard
484.30,3.50,1,cue-hard_easy
489.39,2.62,1,task-hard_easy
498.47,3.50,1,cue-easy_easy
503.57,0.90,1,task-easy_easy
512.65,3.50,1,cue-easy_hard
517.75,3.79,1,task-easy_hard
