onset,duration,weight,trial_type
3.09,3.50,1,cue-easy
8.21,1.86,1,level2
17.28,3.50,1,cue-easy
22.36,3.56,1,level3
31.43,3.50,1,cue-hard
36.51,3.76,1,level4
45.58,3.50,1,cue-hard
50.66,4.92,1,error
59.73,3.50,1,cue-hard
64.81,5.35,1,level6
73.88,3.50,1,cue-easy
78.96,2.69,1,error
88.03,3.50,1,cue-hard
93.11,4.60,1,level6
102.18,3.50,1,cue-easy
107.26,4.28,1,error
116.33,3.50,1,cue-hard
121.41,5.40,1,level6
130.48,3.50,1,cue-hard
135.56,4.59,1,level4
144.63,3.50,1,cue-easy
149.71,1.09,1,level1
158.78,3.50,1,cue-hard
163.85,3.61,1,level4
172.92,3.50,1,cue-easy
178.00,3.87,1,level2
187.07,3.50,1,cue-hard
192.15,5.16,1,level4
201.22,3.50,1,cue-easy
206.30,4.52,1,level3
215.37,3.50,1,cue-easy
220.45,1.29,1,level1
229.52,3.50,1,cue-hard
234.58,6.00,1,error
243.65,3.50,1,cue-hard
248.73,3.40,1,level4
257.80,3.50,1,cue-hard
262.88,5.11,1,level5
271.95,3.50,1,cue-easy
277.03,3.64,1,level3
286.12,3.50,1,cue-hard
291.22,5.21,1,level5
300.30,3.50,1,cue-easy
305.40,2.81,1,level2
314.47,3.50,1,cue-easy
319.55,3.00,1,level2
328.64,3.50,1,cue-hard
333.72,3.67,1,error
342.80,3.50,1,cue-hard
347.89,4.82,1,level6
356.97,3.50,1,cue-hard
362.07,4.58,1,level6
371.14,3.50,1,cue-easy
376.24,1.27,1,level1
385.32,3.50,1,cue-hard
390.42,4.68,1,level6
399.49,3.50,1,cue-hard
404.59,6.00,1,error
413.67,3.50,1,cue-hard
418.77,3.46,1,error
427.84,3.50,1,cue-easy
432.92,1.20,1,level1
441.99,3.50,1,cue-easy
447.09,1.21,1,level1
456.17,3.50,1,cue-easy
461.26,1.77,1,level3
470.34,3.50,1,cue-easy
475.44,3.15,1,level3
484.51,3.50,1,cue-easy
489.61,1.46,1,level2
498.69,3.50,1,cue-easy
503.77,1.91,1,level1
512.84,3.50,1,cue-easy
517.92,1.74,1,level2
