onset,duration,weight,trial_type
3.11,3.50,1,cue-easy
8.22,2.40,1,level2
17.29,3.50,1,cue-easy
22.36,1.23,1,level1
31.41,3.50,1,cue-hard
36.47,4.97,1,level6
45.54,3.50,1,cue-easy
50.61,1.29,1,level1
59.66,3.50,1,cue-easy
64.74,2.73,1,level3
73.79,3.50,1,cue-easy
78.86,4.40,1,level2
87.92,3.50,1,cue-easy
92.99,2.43,1,level3
102.04,3.50,1,cue-easy
107.12,1.10,1,level1
116.19,3.50,1,cue-hard
121.27,3.95,1,level5
130.34,3.50,1,cue-hard
135.42,6.00,1,error
144.49,3.50,1,cue-hard
149.58,4.57,1,level6
158.64,3.50,1,cue-hard
163.73,3.65,1,level5
172.79,3.50,1,cue-hard
177.88,3.98,1,level4
186.94,3.50,1,cue-easy
192.01,3.79,1,level2
201.08,3.50,1,cue-easy
206.14,2.58,1,level2
215.21,3.50,1,cue-hard
220.29,5.05,1,level6
229.36,3.50,1,cue-easy
234.44,3.84,1,level3
243.51,3.50,1,cue-hard
248.58,5.93,1,error
257.64,3.50,1,cue-easy
262.73,1.87,1,level2
271.79,3.50,1,cue-hard
276.89,6.00,1,error
285.98,3.50,1,cue-easy
291.08,4.46,1,level3
300.16,3.50,1,cue-hard
305.26,3.76,1,level4
314.35,3.50,1,cue-hard
319.45,3.52,1,level6
328.53,3.50,1,cue-hard
333.61,2.89,1,level4
342.70,3.50,1,cue-hard
347.80,5.34,1,level4
356.88,3.50,1,cue-easy
361.96,0.84,1,level1
371.05,3.50,1,cue-hard
376.13,3.82,1,error
385.21,3.50,1,cue-hard
390.31,2.98,1,level5
399.38,3.50,1,cue-hard
404.46,3.48,1,level5
413.55,3.50,1,cue-easy
418.63,0.97,1,level1
427.70,3.50,1,cue-easy
432.80,0.76,1,level1
441.88,3.50,1,cue-easy
446.98,1.59,1,level2
456.07,3.50,1,cue-hard
461.15,3.64,1,level4
470.23,3.50,1,cue-easy
475.32,2.33,1,level3
484.40,3.50,1,cue-easy
489.48,2.42,1,level3
498.57,3.50,1,cue-hard
503.67,3.58,1,level6
512.75,3.50,1,cue-easy
517.83,0.95,1,level2
