onset,duration,weight,trial_type
0.00,0.00,0,error
3.09,3.50,1,cue-first
8.19,1.97,1,task-first
17.26,3.50,1,cue-easy_hard
22.34,3.94,1,task-easy_hard
31.41,3.50,1,cue-hard_easy
36.49,1.40,1,task-hard_easy
45.56,3.50,1,cue-easy_hard
50.64,3.49,1,task-easy_hard
59.71,3.50,1,cue-hard_hard
64.79,4.63,1,task-hard_hard
73.86,3.50,1,cue-hard_hard
78.94,4.48,1,task-hard_hard
87.99,3.50,1,cue-hard_easy
93.08,0.82,1,task-hard_easy
102.14,3.50,1,cue-easy_easy
107.23,1.51,1,task-easy_easy
116.29,3.50,1,cue-easy_easy
121.36,2.43,1,task-easy_easy
130.43,3.50,1,cue-easy_easy
135.51,1.81,1,task-easy_easy
144.56,3.50,1,cue-easy_easy
149.63,1.47,1,task-easy_easy
158.69,3.50,1,cue-easy_hard
163.78,4.95,1,task-easy_hard
172.84,3.50,1,cue-hard_hard
177.93,2.10,1,task-hard_hard
186.99,3.50,1,cue-hard_hard
192.06,2.70,1,task-hard_hard
201.11,3.50,1,cue-hard_hard
206.18,3.82,1,task-hard_hard
215.25,3.50,1,cue-hard_hard
220.33,3.75,1,task-hard_hard
229.40,3.50,1,cue-hard_easy
234.48,0.88,1,task-hard_easy
243.53,3.50,1,cue-easy_hard
248.61,2.18,1,task-easy_hard
257.68,3.50,1,cue-hard_easy
262.76,2.48,1,task-hard_easy
271.83,3.50,1,cue-easy_easy
276.91,0.72,1,task-easy_easy
286.00,3.50,1,cue-easy_hard
291.08,3.17,1,task-easy_hard
300.15,3.50,1,cue-hard_easy
305.25,2.59,1,task-hard_easy
314.31,3.50,1,cue-easy_hard
319.40,1.62,1,task-easy_hard
328.46,3.50,1,cue-hard_easy
333.56,1.73,1,task-hard_easy
342.65,3.50,1,cue-easy_hard
347.73,3.87,1,task-easy_hard
356.82,3.50,1,cue-hard_easy
361.90,2.61,1,task-hard_easy
370.97,3.50,1,cue-easy_easy
376.05,0.84,1,task-easy_easy
385.13,3.50,1,cue-easy_easy
390.23,1.20,1,task-easy_easy
399.32,3.50,1,cue-easy_hard
404.40,2.59,1,task-easy_hard
413.47,3.50,1,cue-hard_hard
418.55,2.13,1,task-hard_hard
427.63,3.50,1,cue-hard_easy
432.72,0.94,1,task-hard_easy
441.80,3.50,1,cue-easy_easy
446.88,0.76,1,task-easy_easy
455.97,3.50,1,cue-easy_hard
461.07,4.64,1,task-easy_hard
470.15,3.50,1,cue-hard_hard
475.23,1.64,1,task-hard_hard
484.32,3.50,1,cue-hard_hard
489.40,2.94,1,task-hard_hard
498.47,3.50,1,cue-hard_easy
503.57,1.68,1,task-hard_easy
512.65,3.50,1,cue-easy_easy
517.74,1.99,1,task-easy_easy
