onset,duration,weight,trial_type
3.10,3.50,1,cue-easy
8.20,1.24,1,level2
17.25,3.50,1,cue-easy
22.32,1.17,1,level2
31.39,3.50,1,cue-easy
36.45,0.75,1,level1
45.51,3.50,1,cue-easy
50.57,0.67,1,level1
59.62,3.50,1,cue-easy
64.69,4.04,1,level3
73.76,3.50,1,cue-hard
78.82,2.14,1,level4
87.87,3.50,1,cue-hard
92.96,4.67,1,level5
102.01,3.50,1,cue-hard
107.07,4.43,1,level5
116.12,3.50,1,cue-hard
121.19,3.90,1,level4
130.26,3.50,1,cue-hard
135.32,4.21,1,level6
144.37,3.50,1,cue-hard
149.44,2.95,1,level6
158.49,3.50,1,cue-hard
163.56,3.66,1,level4
172.61,3.50,1,cue-easy
177.67,0.62,1,level1
186.74,3.50,1,cue-hard
191.81,4.95,1,level5
200.86,3.50,1,cue-easy
205.93,0.87,1,level1
214.98,3.50,1,cue-hard
220.06,5.05,1,error
229.13,3.50,1,cue-hard
234.19,3.11,1,level5
243.24,3.50,1,cue-easy
248.33,1.09,1,level2
257.39,3.50,1,cue-hard
262.46,2.69,1,level4
271.53,3.50,1,cue-easy
276.59,1.88,1,level3
285.66,3.50,1,cue-hard
290.74,3.34,1,level5
299.81,3.50,1,cue-hard
304.89,5.18,1,level6
313.96,3.50,1,cue-easy
319.04,2.45,1,level3
328.11,3.50,1,cue-hard
333.20,5.67,1,level6
342.26,3.50,1,cue-easy
347.35,1.10,1,level2
356.43,3.50,1,cue-hard
361.51,3.55,1,level6
370.58,3.50,1,cue-easy
375.66,0.62,1,level1
384.73,3.50,1,cue-hard
389.81,1.95,1,level4
398.88,3.50,1,cue-hard
403.96,2.64,1,level4
413.03,3.50,1,cue-easy
418.11,1.08,1,level2
427.20,3.50,1,cue-hard
432.28,5.54,1,level5
441.35,3.50,1,cue-easy
446.43,1.99,1,level3
455.50,3.50,1,cue-easy
460.58,3.45,1,level3
469.65,3.50,1,cue-easy
474.75,0.75,1,level1
483.82,3.50,1,cue-easy
488.90,0.84,1,level2
497.97,3.50,1,cue-easy
503.05,2.47,1,level3
512.13,3.50,1,cue-easy
517.22,1.53,1,level2
