onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.19,0.77,1,task-first
17.26,3.50,1,cue-easy_hard
22.32,2.70,1,error
31.39,3.50,1,cue-hard_easy
36.46,0.92,1,task-hard_easy
45.52,3.50,1,cue-easy_easy
50.59,0.76,1,task-easy_easy
59.64,3.50,1,cue-easy_easy
64.72,1.16,1,task-easy_easy
73.77,3.50,1,cue-easy_hard
78.86,2.96,1,task-easy_hard
87.91,3.50,1,cue-hard_easy
92.99,4.26,1,task-hard_easy
102.04,3.50,1,cue-easy_hard
107.13,4.01,1,task-easy_hard
116.18,3.50,1,cue-hard_easy
121.24,2.62,1,task-hard_easy
130.31,3.50,1,cue-easy_easy
135.38,1.10,1,task-easy_easy
144.43,3.50,1,cue-easy_easy
149.49,0.86,1,task-easy_easy
158.54,3.50,1,cue-easy_hard
163.61,2.17,1,task-easy_hard
172.66,3.50,1,cue-hard_hard
177.74,1.95,1,task-hard_hard
186.81,3.50,1,cue-hard_hard
191.89,5.11,1,task-hard_hard
200.94,3.50,1,cue-hard_easy
206.01,1.27,1,task-hard_easy
215.08,3.50,1,cue-easy_easy
220.14,3.79,1,task-easy_easy
229.21,3.50,1,cue-easy_easy
234.28,0.69,1,task-easy_easy
243.34,3.50,1,cue-easy_easy
248.43,1.75,1,task-easy_easy
257.50,3.50,1,cue-easy_hard
262.56,3.43,1,task-easy_hard
271.63,3.50,1,cue-hard_easy
276.70,0.69,1,task-hard_easy
285.76,3.50,1,cue-easy_hard
290.86,2.94,1,task-easy_hard
299.95,3.50,1,cue-hard_easy
305.03,1.59,1,task-hard_easy
314.10,3.50,1,cue-easy_easy
319.18,1.18,1,task-easy_easy
328.26,3.50,1,cue-easy_hard
333.35,6.00,1,error
342.41,3.50,1,cue-hard_hard
347.50,1.57,1,task-hard_hard
356.56,3.50,1,cue-hard_hard
361.65,2.06,1,task-hard_hard
370.71,3.50,1,cue-hard_hard
375.80,3.52,1,task-hard_hard
384.86,3.50,1,cue-hard_hard
389.95,5.67,1,task-hard_hard
399.02,3.50,1,cue-hard_hard
404.10,3.93,1,task-hard_hard
413.17,3.50,1,cue-hard_hard
418.25,4.32,1,task-hard_hard
427.32,3.50,1,cue-hard_easy
432.40,3.32,1,task-hard_easy
441.47,3.50,1,cue-easy_hard
446.55,4.29,1,task-easy_hard
455.62,3.50,1,cue-hard_hard
460.70,4.53,1,task-hard_hard
469.77,3.50,1,cue-hard_easy
474.85,0.65,1,task-hard_easy
483.90,3.50,1,cue-easy_hard
488.98,4.66,1,error
498.05,3.50,1,cue-hard_easy
503.13,0.67,1,task-hard_easy
512.20,3.50,1,cue-easy_easy
517.28,0.73,1,task-easy_easy
