onset,duration,weight,trial_type
3.11,3.50,1,cue-first
8.22,3.60,1,task-first
17.29,3.50,1,cue-hard_easy
22.37,1.36,1,task-hard_easy
31.42,3.50,1,cue-easy_hard
36.51,1.96,1,task-easy_hard
45.57,3.50,1,cue-hard_easy
50.66,0.80,1,task-hard_easy
59.72,3.50,1,cue-easy_easy
64.81,2.51,1,task-easy_easy
73.88,3.50,1,cue-easy_easy
78.96,1.27,1,task-easy_easy
88.03,3.50,1,cue-easy_hard
93.09,3.19,1,task-easy_hard
102.16,3.50,1,cue-hard_easy
107.24,0.94,1,task-hard_easy
116.31,3.50,1,cue-easy_easy
121.39,0.90,1,task-easy_easy
130.46,3.50,1,cue-easy_hard
135.53,1.89,1,task-easy_hard
144.59,3.50,1,cue-hard_easy
149.68,1.25,1,error
158.74,3.50,1,cue-easy_easy
163.81,2.36,1,task-easy_easy
172.88,3.50,1,cue-easy_easy
177.96,1.13,1,task-easy_easy
187.03,3.50,1,cue-easy_hard
192.09,1.72,1,task-easy_hard
201.16,3.50,1,cue-hard_hard
206.24,3.76,1,task-hard_hard
215.31,3.50,1,cue-hard_easy
220.40,1.72,1,task-hard_easy
229.46,3.50,1,cue-easy_easy
234.55,0.75,1,task-easy_easy
243.61,3.50,1,cue-easy_easy
248.68,1.40,1,task-easy_easy
257.75,3.50,1,cue-easy_hard
262.83,1.76,1,task-easy_hard
271.91,3.50,1,cue-hard_hard
277.00,4.40,1,error
286.06,3.50,1,cue-hard_hard
291.15,3.18,1,task-hard_hard
300.23,3.50,1,cue-hard_hard
305.33,3.44,1,task-hard_hard
314.41,3.50,1,cue-hard_hard
319.50,3.23,1,task-hard_hard
328.56,3.50,1,cue-hard_easy
333.66,2.10,1,task-hard_easy
342.73,3.50,1,cue-easy_hard
347.81,3.31,1,task-easy_hard
356.88,3.50,1,cue-hard_hard
361.96,2.81,1,task-hard_hard
371.03,3.50,1,cue-hard_easy
376.13,1.13,1,task-hard_easy
385.22,3.50,1,cue-easy_hard
390.30,1.89,1,error
399.38,3.50,1,cue-hard_easy
404.47,1.87,1,task-hard_easy
413.55,3.50,1,cue-easy_hard
418.63,2.46,1,task-easy_hard
427.72,3.50,1,cue-hard_hard
432.80,3.88,1,task-hard_hard
441.87,3.50,1,cue-hard_hard
446.95,1.82,1,task-hard_hard
456.03,3.50,1,cue-hard_hard
461.13,2.18,1,task-hard_hard
470.22,3.50,1,cue-hard_easy
475.32,2.92,1,task-hard_easy
484.40,3.50,1,cue-easy_easy
489.48,1.55,1,task-easy_easy
498.55,3.50,1,cue-easy_easy
503.63,0.83,1,task-easy_easy
512.70,3.50,1,cue-easy_hard
517.80,3.07,1,task-easy_hard
