onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.19,2.32,1,task-first
17.26,3.50,1,cue-easy_hard
22.33,4.32,1,task-easy_hard
31.39,3.50,1,cue-hard_hard
36.46,2.44,1,task-hard_hard
45.53,3.50,1,cue-hard_hard
50.59,5.75,1,error
59.66,3.50,1,cue-hard_easy
64.74,1.42,1,task-hard_easy
73.81,3.50,1,cue-easy_easy
78.89,1.75,1,task-easy_easy
87.96,3.50,1,cue-easy_easy
93.04,2.03,1,task-easy_easy
102.11,3.50,1,cue-easy_easy
107.18,2.15,1,task-easy_easy
116.24,3.50,1,cue-easy_easy
121.33,1.04,1,task-easy_easy
130.38,3.50,1,cue-easy_hard
135.46,2.38,1,task-easy_hard
144.51,3.50,1,cue-hard_hard
149.58,4.12,1,error
158.64,3.50,1,cue-hard_easy
163.73,0.78,1,task-hard_easy
172.80,3.50,1,cue-easy_easy
177.88,0.87,1,task-easy_easy
186.95,3.50,1,cue-easy_hard
192.01,5.14,1,task-easy_hard
201.06,3.50,1,cue-hard_easy
206.15,0.75,1,task-hard_easy
215.21,3.50,1,cue-easy_easy
220.28,1.92,1,task-easy_easy
229.35,3.50,1,cue-easy_hard
234.43,2.53,1,task-easy_hard
243.48,3.50,1,cue-hard_easy
248.56,2.15,1,task-hard_easy
257.63,3.50,1,cue-easy_easy
262.71,0.87,1,task-easy_easy
271.78,3.50,1,cue-easy_hard
276.86,3.29,1,task-easy_hard
285.93,3.50,1,cue-hard_easy
291.03,1.30,1,task-hard_easy
300.11,3.50,1,cue-easy_hard
305.20,2.98,1,task-easy_hard
314.28,3.50,1,cue-hard_easy
319.37,1.30,1,task-hard_easy
328.45,3.50,1,cue-easy_easy
333.53,3.32,1,task-easy_easy
342.60,3.50,1,cue-easy_hard
347.68,1.87,1,task-easy_hard
356.77,3.50,1,cue-hard_hard
361.85,2.95,1,task-hard_hard
370.93,3.50,1,cue-hard_hard
376.03,4.84,1,task-hard_hard
385.10,3.50,1,cue-hard_hard
390.18,3.05,1,task-hard_hard
399.27,3.50,1,cue-hard_hard
404.35,4.15,1,task-hard_hard
413.43,3.50,1,cue-hard_easy
418.53,4.51,1,task-hard_easy
427.62,3.50,1,cue-easy_hard
432.72,3.71,1,task-easy_hard
441.80,3.50,1,cue-hard_hard
446.88,1.84,1,task-hard_hard
455.95,3.50,1,cue-hard_easy
461.03,2.05,1,task-hard_easy
470.12,3.50,1,cue-easy_easy
475.20,0.82,1,task-easy_easy
484.27,3.50,1,cue-easy_hard
489.35,3.35,1,task-easy_hard
498.44,3.50,1,cue-hard_hard
503.52,5.81,1,error
512.60,3.50,1,cue-hard_easy
517.70,4.02,1,task-hard_easy
