onset,duration,weight,trial_type
3.10,3.50,1,cue-hard
8.20,1.97,1,level4
17.27,3.50,1,cue-easy
22.34,2.59,1,level3
31.39,3.50,1,cue-easy
36.50,0.96,1,level1
45.55,3.50,1,cue-easy
50.64,1.11,1,level2
59.69,3.50,1,cue-easy
64.77,1.68,1,error
73.82,3.50,1,cue-easy
78.90,1.00,1,level1
87.95,3.50,1,cue-easy
93.02,1.76,1,level3
102.07,3.50,1,cue-easy
107.15,1.40,1,level2
116.22,3.50,1,cue-hard
121.29,2.89,1,level4
130.34,3.50,1,cue-easy
135.41,1.28,1,level1
144.46,3.50,1,cue-hard
149.52,2.14,1,level6
158.57,3.50,1,cue-easy
163.64,1.33,1,level2
172.69,3.50,1,cue-easy
177.76,1.82,1,level3
186.81,3.50,1,cue-hard
191.87,4.63,1,level5
200.92,3.50,1,cue-hard
206.01,3.86,1,error
215.06,3.50,1,cue-easy
220.12,1.92,1,level3
229.19,3.50,1,cue-hard
234.26,3.38,1,error
243.31,3.50,1,cue-hard
248.37,3.20,1,level4
257.44,3.50,1,cue-hard
262.52,2.16,1,level5
271.57,3.50,1,cue-easy
276.66,0.85,1,level1
285.74,3.50,1,cue-easy
290.83,0.97,1,level1
299.91,3.50,1,cue-hard
304.99,1.44,1,level4
314.06,3.50,1,cue-easy
319.14,2.41,1,error
328.21,3.50,1,cue-hard
333.29,4.00,1,level5
342.38,3.50,1,cue-hard
347.46,4.06,1,level5
356.53,3.50,1,cue-easy
361.59,3.51,1,level3
370.66,3.50,1,cue-easy
375.74,2.34,1,error
384.81,3.50,1,cue-hard
389.88,5.31,1,level6
398.94,3.50,1,cue-hard
404.03,2.65,1,level4
413.11,3.50,1,cue-hard
418.19,6.00,1,error
427.28,3.50,1,cue-hard
432.36,4.26,1,level5
441.43,3.50,1,cue-easy
446.51,1.06,1,level2
455.58,3.50,1,cue-hard
460.68,5.40,1,level6
469.75,3.50,1,cue-hard
474.83,4.92,1,level6
483.90,3.50,1,cue-easy
488.98,0.83,1,level1
498.05,3.50,1,cue-hard
503.13,3.22,1,level5
512.21,3.50,1,cue-hard
517.30,1.37,1,level4
