onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.19,0.95,1,task-first
17.24,3.50,1,cue-easy_hard
22.31,3.88,1,task-easy_hard
31.36,3.50,1,cue-hard_easy
36.42,0.74,1,task-hard_easy
45.49,3.50,1,cue-easy_hard
50.57,1.72,1,task-easy_hard
59.62,3.50,1,cue-hard_hard
64.69,3.02,1,task-hard_hard
73.76,3.50,1,cue-hard_easy
78.82,2.44,1,task-hard_easy
87.87,3.50,1,cue-easy_hard
92.96,3.66,1,task-easy_hard
102.01,3.50,1,cue-hard_easy
107.07,2.14,1,task-hard_easy
116.14,3.50,1,cue-easy_easy
121.21,1.22,1,task-easy_easy
130.28,3.50,1,cue-easy_easy
135.36,1.36,1,task-easy_easy
144.41,3.50,1,cue-easy_easy
149.48,0.87,1,task-easy_easy
158.54,3.50,1,cue-easy_hard
163.61,4.83,1,task-easy_hard
172.66,3.50,1,cue-hard_easy
177.73,1.66,1,task-hard_easy
186.78,3.50,1,cue-easy_hard
191.84,2.22,1,task-easy_hard
200.91,3.50,1,cue-hard_hard
205.98,1.59,1,task-hard_hard
215.04,3.50,1,cue-hard_hard
220.13,3.87,1,task-hard_hard
229.18,3.50,1,cue-hard_easy
234.24,1.52,1,task-hard_easy
243.31,3.50,1,cue-easy_easy
248.39,2.07,1,task-easy_easy
257.44,3.50,1,cue-easy_easy
262.51,0.96,1,task-easy_easy
271.56,3.50,1,cue-easy_easy
276.63,0.87,1,task-easy_easy
285.70,3.50,1,cue-easy_easy
290.78,1.28,1,task-easy_easy
299.85,3.50,1,cue-easy_hard
304.93,3.80,1,task-easy_hard
313.98,3.50,1,cue-hard_hard
319.06,2.32,1,task-hard_hard
328.15,3.50,1,cue-hard_easy
333.25,1.92,1,error
342.31,3.50,1,cue-easy_easy
347.40,3.91,1,error
356.46,3.50,1,cue-easy_hard
361.56,2.54,1,task-easy_hard
370.63,3.50,1,cue-hard_hard
375.71,2.33,1,task-hard_hard
384.78,3.50,1,cue-hard_hard
389.86,2.67,1,task-hard_hard
398.95,3.50,1,cue-hard_hard
404.03,4.57,1,error
413.10,3.50,1,cue-hard_easy
418.18,1.92,1,task-hard_easy
427.25,3.50,1,cue-easy_hard
432.33,3.21,1,task-easy_hard
441.40,3.50,1,cue-hard_hard
446.48,2.83,1,task-hard_hard
455.55,3.50,1,cue-hard_hard
460.63,3.04,1,task-hard_hard
469.70,3.50,1,cue-hard_easy
474.78,0.88,1,task-hard_easy
483.85,3.50,1,cue-easy_easy
488.93,1.01,1,task-easy_easy
498.00,3.50,1,cue-easy_hard
503.08,3.37,1,task-easy_hard
512.15,3.50,1,cue-hard_easy
517.23,0.94,1,task-hard_easy
