onset,duration,weight,trial_type
3.10,3.50,1,cue-first
8.20,1.97,1,task-first
17.27,3.50,1,cue-hard_easy
22.34,2.59,1,task-hard_easy
31.39,3.50,1,cue-easy_easy
36.50,0.96,1,task-easy_easy
45.55,3.50,1,cue-easy_easy
50.64,1.11,1,task-easy_easy
59.69,3.50,1,cue-easy_easy
64.77,1.68,1,error
73.82,3.50,1,cue-easy_easy
78.90,1.00,1,task-easy_easy
87.95,3.50,1,cue-easy_easy
93.02,1.76,1,task-easy_easy
102.07,3.50,1,cue-easy_easy
107.15,1.40,1,task-easy_easy
116.22,3.50,1,cue-easy_hard
121.29,2.89,1,task-easy_hard
130.34,3.50,1,cue-hard_easy
135.41,1.28,1,task-hard_easy
144.46,3.50,1,cue-easy_hard
149.52,2.14,1,task-easy_hard
158.57,3.50,1,cue-hard_easy
163.64,1.33,1,task-hard_easy
172.69,3.50,1,cue-easy_easy
177.76,1.82,1,task-easy_easy
186.81,3.50,1,cue-easy_hard
191.87,4.63,1,task-easy_hard
200.92,3.50,1,cue-hard_hard
206.01,3.86,1,error
215.06,3.50,1,cue-hard_easy
220.12,1.92,1,task-hard_easy
229.19,3.50,1,cue-easy_hard
234.26,3.38,1,error
243.31,3.50,1,cue-hard_hard
248.37,3.20,1,task-hard_hard
257.44,3.50,1,cue-hard_hard
262.52,2.16,1,task-hard_hard
271.57,3.50,1,cue-hard_easy
276.66,0.85,1,task-hard_easy
285.74,3.50,1,cue-easy_easy
290.83,0.97,1,task-easy_easy
299.91,3.50,1,cue-easy_hard
304.99,1.44,1,task-easy_hard
314.06,3.50,1,cue-hard_easy
319.14,2.41,1,error
328.21,3.50,1,cue-easy_hard
333.29,4.00,1,task-easy_hard
342.38,3.50,1,cue-hard_hard
347.46,4.06,1,task-hard_hard
356.53,3.50,1,cue-hard_easy
361.59,3.51,1,task-hard_easy
370.66,3.50,1,cue-easy_easy
375.74,2.34,1,error
384.81,3.50,1,cue-easy_hard
389.88,5.31,1,task-easy_hard
398.94,3.50,1,cue-hard_hard
404.03,2.65,1,task-hard_hard
413.11,3.50,1,cue-hard_hard
418.19,6.00,1,error
427.28,3.50,1,cue-hard_hard
432.36,4.26,1,task-hard_hard
441.43,3.50,1,cue-hard_easy
446.51,1.06,1,task-hard_easy
455.58,3.50,1,cue-easy_hard
460.68,5.40,1,task-easy_hard
469.75,3.50,1,cue-hard_hard
474.83,4.92,1,task-hard_hard
483.90,3.50,1,cue-hard_easy
488.98,0.83,1,task-hard_easy
498.05,3.50,1,cue-easy_hard
503.13,3.22,1,task-easy_hard
512.21,3.50,1,cue-hard_hard
517.30,1.37,1,task-hard_hard
