onset,duration,weight,trial_type
3.09,3.50,1,cue-first
8.17,3.00,1,task-first
17.24,3.50,1,cue-hard_hard
22.30,3.93,1,task-hard_hard
31.36,3.50,1,cue-hard_easy
36.42,1.67,1,task-hard_easy
45.47,3.50,1,cue-easy_easy
50.56,3.37,1,task-easy_easy
59.61,3.50,1,cue-easy_hard
64.67,4.41,1,error
73.72,3.50,1,cue-hard_hard
78.81,4.41,1,task-hard_hard
87.86,3.50,1,cue-hard_hard
92.94,6.00,1,error
102.01,3.50,1,cue-hard_easy
107.07,1.38,1,task-hard_easy
116.12,3.50,1,cue-easy_easy
121.19,1.32,1,task-easy_easy
130.26,3.50,1,cue-easy_easy
135.34,1.57,1,error
144.41,3.50,1,cue-easy_easy
149.47,2.08,1,task-easy_easy
158.52,3.50,1,cue-easy_easy
163.59,1.66,1,task-easy_easy
172.64,3.50,1,cue-easy_hard
177.71,3.24,1,error
186.76,3.50,1,cue-hard_hard
191.84,4.55,1,task-hard_hard
200.91,3.50,1,cue-hard_easy
205.98,0.99,1,task-hard_easy
215.03,3.50,1,cue-easy_easy
220.09,2.61,1,task-easy_easy
229.14,3.50,1,cue-easy_hard
234.21,3.10,1,task-easy_hard
243.26,3.50,1,cue-hard_easy
248.33,3.08,1,task-hard_easy
257.39,3.50,1,cue-easy_hard
262.46,3.57,1,task-easy_hard
271.51,3.50,1,cue-hard_hard
276.58,2.77,1,task-hard_hard
285.64,3.50,1,cue-hard_easy
290.73,2.39,1,task-hard_easy
299.79,3.50,1,cue-easy_easy
304.88,0.90,1,task-easy_easy
313.95,3.50,1,cue-easy_hard
319.03,2.47,1,task-easy_hard
328.10,3.50,1,cue-hard_easy
333.18,2.88,1,task-hard_easy
342.26,3.50,1,cue-easy_hard
347.35,3.38,1,task-easy_hard
356.41,3.50,1,cue-hard_easy
361.50,2.26,1,task-hard_easy
370.56,3.50,1,cue-easy_easy
375.65,2.00,1,task-easy_easy
384.71,3.50,1,cue-easy_hard
389.80,4.59,1,task-easy_hard
398.86,3.50,1,cue-hard_hard
403.95,4.90,1,task-hard_hard
413.01,3.50,1,cue-hard_easy
418.10,1.01,1,task-hard_easy
427.16,3.50,1,cue-easy_easy
432.25,0.97,1,task-easy_easy
441.31,3.50,1,cue-easy_hard
446.40,4.92,1,task-easy_hard
455.47,3.50,1,cue-hard_hard
460.55,6.00,1,error
469.63,3.50,1,cue-hard_hard
474.72,3.37,1,task-hard_hard
483.78,3.50,1,cue-hard_easy
488.87,0.92,1,task-hard_easy
497.93,3.50,1,cue-easy_hard
503.02,5.71,1,task-easy_hard
512.08,3.50,1,cue-hard_hard
517.17,5.66,1,task-hard_hard
