onset,duration,weight,trial_type
3.10,3.50,1,cue-easy
8.20,0.88,1,level1
17.25,3.50,1,cue-hard
22.32,2.08,1,level4
31.37,3.50,1,cue-hard
36.44,3.21,1,level4
45.49,3.50,1,cue-hard
50.56,4.19,1,level6
59.62,3.50,1,cue-easy
64.69,5.13,1,error
73.74,3.50,1,cue-easy
78.81,0.94,1,level1
87.87,3.50,1,cue-easy
92.94,1.13,1,level1
101.99,3.50,1,cue-hard
107.07,5.30,1,error
116.14,3.50,1,cue-hard
121.21,2.75,1,level5
130.27,3.50,1,cue-easy
135.36,2.15,1,level3
144.42,3.50,1,cue-hard
149.49,3.01,1,level6
158.54,3.50,1,cue-hard
163.61,5.27,1,error
172.66,3.50,1,cue-easy
177.74,1.05,1,level2
186.81,3.50,1,cue-hard
191.88,3.64,1,level4
200.93,3.50,1,cue-easy
205.99,1.50,1,level2
215.04,3.50,1,cue-easy
220.11,2.98,1,level3
229.18,3.50,1,cue-easy
234.26,2.98,1,level2
243.31,3.50,1,cue-hard
248.38,4.11,1,error
257.43,3.50,1,cue-hard
262.49,2.32,1,level4
271.54,3.50,1,cue-easy
276.61,1.45,1,level3
285.68,3.50,1,cue-hard
290.76,4.50,1,level5
299.83,3.50,1,cue-hard
304.91,4.28,1,level6
313.98,3.50,1,cue-hard
319.06,6.00,1,error
328.13,3.50,1,cue-easy
333.21,1.04,1,level1
342.28,3.50,1,cue-easy
347.36,1.27,1,level2
356.43,3.50,1,cue-easy
361.51,2.29,1,level2
370.58,3.50,1,cue-hard
375.66,4.28,1,level6
384.73,3.50,1,cue-easy
389.81,2.19,1,level2
398.88,3.50,1,cue-easy
403.96,1.04,1,level1
413.03,3.50,1,cue-easy
418.11,3.51,1,level3
427.18,3.50,1,cue-easy
432.26,5.06,1,level3
441.33,3.50,1,cue-hard
446.41,3.87,1,level4
455.48,3.50,1,cue-easy
460.57,0.86,1,level1
469.63,3.50,1,cue-hard
474.72,4.11,1,level6
483.78,3.50,1,cue-hard
488.87,3.20,1,level4
497.93,3.50,1,cue-hard
503.02,4.48,1,error
512.08,3.50,1,cue-easy
517.17,0.93,1,level1
