onset,duration,weight,trial_type
3.10,3.50,1,cue-easy
8.22,3.08,1,level3
17.29,3.50,1,cue-easy
22.35,3.90,1,level3
31.40,3.50,1,cue-hard
36.49,3.60,1,level4
45.55,3.50,1,cue-easy
50.64,1.30,1,level1
59.70,3.50,1,cue-easy
64.79,1.86,1,level2
73.84,3.50,1,cue-easy
78.92,2.38,1,level2
87.99,3.50,1,cue-easy
93.07,2.88,1,level3
102.14,3.50,1,cue-easy
107.21,0.77,1,level1
116.27,3.50,1,cue-hard
121.36,5.42,1,error
130.42,3.50,1,cue-hard
135.51,3.84,1,error
144.57,3.50,1,cue-easy
149.64,1.99,1,level2
158.71,3.50,1,cue-hard
163.77,5.23,1,level5
172.84,3.50,1,cue-hard
177.92,6.00,1,error
186.99,3.50,1,cue-easy
192.07,2.02,1,level2
201.14,3.50,1,cue-easy
206.22,0.92,1,level1
215.29,3.50,1,cue-hard
220.38,4.70,1,level5
229.44,3.50,1,cue-hard
234.53,5.50,1,level6
243.58,3.50,1,cue-easy
248.64,3.47,1,level3
257.71,3.50,1,cue-hard
262.79,5.86,1,level6
271.86,3.50,1,cue-easy
276.94,0.80,1,level1
286.01,3.50,1,cue-easy
291.09,0.69,1,level1
300.16,3.50,1,cue-hard
305.24,3.09,1,error
314.31,3.50,1,cue-easy
319.39,1.67,1,level2
328.46,3.50,1,cue-hard
333.54,2.99,1,level4
342.61,3.50,1,cue-hard
347.71,5.05,1,level6
356.80,3.50,1,cue-hard
361.88,2.99,1,level4
370.95,3.50,1,cue-easy
376.03,2.98,1,level3
385.11,3.50,1,cue-hard
390.20,3.65,1,level5
399.28,3.50,1,cue-hard
404.38,3.56,1,level4
413.45,3.50,1,cue-hard
418.55,2.39,1,level4
427.61,3.50,1,cue-hard
432.71,5.79,1,error
441.80,3.50,1,cue-easy
446.88,0.91,1,level1
455.95,3.50,1,cue-easy
461.05,4.54,1,error
470.11,3.50,1,cue-easy
475.20,3.00,1,level2
484.28,3.50,1,cue-hard
489.36,3.39,1,level6
498.45,3.50,1,cue-hard
503.53,5.39,1,error
512.62,3.50,1,cue-easy
517.70,4.34,1,level3
