onset,duration,weight,trial_type
3.09,3.50,1,cue-easy
8.19,3.00,1,level3
17.26,3.50,1,cue-hard
22.34,4.40,1,level5
31.41,3.50,1,cue-hard
36.47,3.52,1,level4
45.52,3.50,1,cue-hard
50.61,5.22,1,level6
59.66,3.50,1,cue-easy
64.74,0.99,1,level1
73.79,3.50,1,cue-easy
78.86,1.51,1,level2
87.91,3.50,1,cue-easy
92.99,3.43,1,level3
102.06,3.50,1,cue-easy
107.12,1.69,1,level3
116.17,3.50,1,cue-easy
121.24,0.99,1,level1
130.29,3.50,1,cue-hard
135.36,2.45,1,level4
144.41,3.50,1,cue-hard
149.47,3.06,1,error
158.52,3.50,1,cue-easy
163.59,1.17,1,level1
172.64,3.50,1,cue-easy
177.71,0.83,1,level1
186.76,3.50,1,cue-hard
191.84,4.49,1,level5
200.89,3.50,1,cue-easy
205.96,1.62,1,level1
215.03,3.50,1,cue-easy
220.11,3.44,1,level3
229.16,3.50,1,cue-hard
234.24,4.26,1,level4
243.29,3.50,1,cue-easy
248.36,3.87,1,level3
257.43,3.50,1,cue-easy
262.51,1.01,1,level2
271.56,3.50,1,cue-hard
276.63,3.58,1,level6
285.69,3.50,1,cue-easy
290.78,1.63,1,level2
299.84,3.50,1,cue-hard
304.93,6.00,1,error
314.01,3.50,1,cue-easy
319.09,1.32,1,level2
328.16,3.50,1,cue-easy
333.25,3.33,1,level2
342.31,3.50,1,cue-hard
347.40,2.33,1,level4
356.46,3.50,1,cue-hard
361.55,4.07,1,level5
370.61,3.50,1,cue-hard
375.70,3.09,1,level6
384.76,3.50,1,cue-hard
389.85,3.41,1,error
398.91,3.50,1,cue-hard
404.00,4.82,1,level5
413.06,3.50,1,cue-easy
418.15,4.71,1,level3
427.21,3.50,1,cue-hard
432.30,3.21,1,level6
441.36,3.50,1,cue-hard
446.45,3.02,1,level4
455.51,3.50,1,cue-easy
460.60,2.26,1,level2
469.66,3.50,1,cue-easy
474.75,0.99,1,level1
483.82,3.50,1,cue-hard
488.90,4.95,1,level6
497.97,3.50,1,cue-hard
503.05,4.80,1,level6
512.10,3.50,1,cue-easy
517.18,3.53,1,level3
