onset,duration,weight,trial_type
3.10,3.50,1,cue-easy
8.20,1.94,1,level2
17.25,3.50,1,cue-easy
22.32,1.26,1,level2
31.37,3.50,1,cue-easy
36.46,2.34,1,level1
45.51,3.50,1,cue-easy
50.57,0.93,1,level1
59.62,3.50,1,cue-easy
64.69,4.96,1,level3
73.74,3.50,1,cue-hard
78.81,2.83,1,level4
87.86,3.50,1,cue-hard
92.92,3.66,1,level5
101.97,3.50,1,cue-hard
107.06,4.87,1,level5
116.12,3.50,1,cue-hard
121.21,3.05,1,level4
130.26,3.50,1,cue-hard
135.32,4.31,1,level6
144.37,3.50,1,cue-hard
149.44,3.60,1,level6
158.51,3.50,1,cue-hard
163.57,2.22,1,level4
172.64,3.50,1,cue-easy
177.72,0.92,1,level1
186.79,3.50,1,cue-hard
191.86,5.51,1,level5
200.91,3.50,1,cue-easy
205.99,1.06,1,level1
215.04,3.50,1,cue-hard
220.11,5.33,1,error
229.18,3.50,1,cue-hard
234.26,3.41,1,level5
243.31,3.50,1,cue-easy
248.39,1.55,1,level2
257.44,3.50,1,cue-hard
262.53,3.03,1,level4
271.58,3.50,1,cue-easy
276.64,4.51,1,level3
285.71,3.50,1,cue-hard
290.79,2.78,1,level5
299.86,3.50,1,cue-hard
304.94,6.00,1,error
314.01,3.50,1,cue-easy
319.09,1.69,1,level3
328.16,3.50,1,cue-hard
333.24,5.33,1,level6
342.31,3.50,1,cue-easy
347.41,1.35,1,level2
356.48,3.50,1,cue-hard
361.56,6.00,1,error
370.65,3.50,1,cue-easy
375.73,1.18,1,level1
384.80,3.50,1,cue-hard
389.88,2.77,1,level4
398.95,3.50,1,cue-hard
404.03,3.85,1,level4
413.11,3.50,1,cue-easy
418.20,2.38,1,level2
427.26,3.50,1,cue-hard
432.35,4.51,1,level5
441.41,3.50,1,cue-easy
446.50,3.36,1,level3
455.56,3.50,1,cue-easy
460.65,2.82,1,level3
469.71,3.50,1,cue-easy
474.80,1.30,1,level1
483.88,3.50,1,cue-easy
488.96,1.15,1,level2
498.05,3.50,1,cue-easy
503.13,3.05,1,level3
512.20,3.50,1,cue-easy
517.28,3.21,1,level2
