onset,duration,weight,trial_type
3.10,3.50,1,cue-hard
8.20,4.44,1,level5
17.27,3.50,1,cue-hard
22.35,4.81,1,level6
31.42,3.50,1,cue-easy
36.50,1.58,1,level2
45.57,3.50,1,cue-hard
50.65,3.18,1,error
59.72,3.50,1,cue-hard
64.80,4.20,1,level4
73.87,3.50,1,cue-hard
78.95,3.65,1,level6
88.02,3.50,1,cue-easy
93.10,1.13,1,level1
102.17,3.50,1,cue-easy
107.25,0.98,1,level1
116.32,3.50,1,cue-easy
121.40,1.25,1,level2
130.47,3.50,1,cue-hard
135.55,5.14,1,level5
144.62,3.50,1,cue-hard
149.69,3.28,1,level4
158.75,3.50,1,cue-hard
163.84,3.75,1,level4
172.90,3.50,1,cue-easy
177.97,2.06,1,level2
187.04,3.50,1,cue-easy
192.12,2.10,1,level3
201.19,3.50,1,cue-easy
206.25,2.40,1,level3
215.32,3.50,1,cue-easy
220.39,3.49,1,error
229.45,3.50,1,cue-easy
234.52,0.87,1,level1
243.59,3.50,1,cue-easy
248.65,4.32,1,level3
257.72,3.50,1,cue-hard
262.80,3.16,1,level5
271.87,3.50,1,cue-easy
276.96,0.68,1,level1
286.04,3.50,1,cue-hard
291.12,4.75,1,level4
300.21,3.50,1,cue-hard
305.29,3.64,1,level5
314.37,3.50,1,cue-easy
319.46,3.80,1,level3
328.54,3.50,1,cue-hard
333.62,4.73,1,error
342.71,3.50,1,cue-hard
347.79,4.18,1,error
356.86,3.50,1,cue-easy
361.94,2.51,1,level3
371.01,3.50,1,cue-hard
376.11,1.63,1,level4
385.19,3.50,1,cue-easy
390.27,0.72,1,level1
399.34,3.50,1,cue-hard
404.42,2.54,1,level6
413.49,3.50,1,cue-hard
418.57,3.07,1,level5
427.66,3.50,1,cue-easy
432.76,1.79,1,level2
441.83,3.50,1,cue-easy
446.93,1.48,1,level2
455.99,3.50,1,cue-hard
461.08,2.22,1,level4
470.14,3.50,1,cue-easy
475.24,1.59,1,level3
484.31,3.50,1,cue-easy
489.41,0.69,1,level1
498.48,3.50,1,cue-hard
503.56,3.69,1,level5
512.63,3.50,1,cue-hard
517.71,4.76,1,level5
